"SITIO","PRODUCTO","LINK","VARIACIONES","FECHA"
"Tierragro","Pro Plan Gato Esterilizado","https://www.tierragro.com/collections/nutricion-gatos/products/proplan-cat-sterilized-purina-nutricion-mascotas-y-animales?_pos=11&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1 kg"",""price"":63835,""availability"":""si""},{""id"":""var1"",""variation"":""3 kg"",""price"":151300,""availability"":""si""}]","2026-03-17 01:05:19"
"Tierragro","Diamond Indoor Gato Control Bola de Pelo x 18 Lb Polloz y Arroz","https://www.tierragro.com/collections/nutricion-gatos/products/diamond-inidoor-cat-control-b-pelo-18-lb-jarapets-nutricion-mascotas-y-animales?_pos=12&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Diamond Indoor Gato Control Bola de Pelo x 18 Lb Polloz y Arroz"",""price"":246800,""availability"":""si""}]","2026-03-17 01:05:19"
"Tierragro","Agility gold gatos esterilizados x 3 kg","https://www.tierragro.com/collections/nutricion-gatos/products/agility-gold-gatos-esterilizados-x-3-kg?_pos=61&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Agility gold gatos esterilizados x 3 kg"",""price"":83300,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Ohmaigat Inquietos Y Aventureros","https://www.tierragro.com/collections/nutricion-gatos/products/ohmaigat-inquietos?_pos=62&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":34100,""availability"":""si""},{""id"":""var1"",""variation"":""8 kg"",""price"":123000,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Advance Gatos Gastrointestinal x 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/advance-cat-vet-gastroenteric-x-1-5-kg?_pos=63&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Advance Gatos Gastrointestinal x 1.5 Kg"",""price"":133300,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Meow Mix Indoor x 1.42 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/meow-mix-indoor-1-42-kg-meow-mix-nutricion-mascotas-y-animales?_pos=64&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Meow Mix Indoor x 1.42 Kg"",""price"":41900,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Chunky Gaticos Pollo-Cordero","https://www.tierragro.com/collections/nutricion-gatos/products/chunky-gatitos-pollo?_pos=65&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":27500,""availability"":""si""},{""id"":""var1"",""variation"":""8 kg"",""price"":132300,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Comida para gato Hills Adulto 7+ 4Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-longevity-7-hills-nutricion-mascotas-y-animales?_pos=66&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Adulto 7+ 4Lbs"",""price"":134900,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Comida para gato Hills Optimal Care Adulto 4 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-adulto-original-hills-nutricion-mascotas-y-animales?_pos=67&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Optimal Care  Adulto 4 Lbs"",""price"":136600,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Smart x 1 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/smart-bolsa-solla-nutricion-mascotas-y-animales?_pos=68&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Smart x 1 Kg"",""price"":10000,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Probiocat x 2.5 Gr","https://www.tierragro.com/collections/nutricion-gatos/products/probiocat-basic-farm-farmacia-animales-y-mascotas?_pos=69&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Probiocat x 2.5 Gr"",""price"":7400,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Renal Special Cat Gato Renal Royal Canin 2Kg","https://www.tierragro.com/collections/nutricion-gatos/products/vhn-renal-special-cat-2kg-gato-renal?_pos=70&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Renal Special Cat Gato Renal Royal Canin 2Kg"",""price"":173200,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Smart Bolsa x 8 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/smart-bolsa-x-8-kgs-solla-nutricion-mascotas-y-animales?_pos=71&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Smart Bolsa x 8 Kg"",""price"":80100,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Felix Delicias Del Mar","https://www.tierragro.com/collections/nutricion-gatos/products/felix-alimento-seco-delicias-del-mar?_pos=72&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":29300,""availability"":""si""},{""id"":""var1"",""variation"":""500 gr."",""price"":10400,""availability"":""si""}]","2026-03-17 01:05:24"
"Tierragro","Cat Chow Adulto Pescado","https://www.tierragro.com/collections/nutricion-gatos/products/cat-chow-adulto-pescado-purina-nutricion-mascotas-y-animales-1?_pos=13&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":13500,""availability"":""si""},{""id"":""var1"",""variation"":""1.5 kg"",""price"":37000,""availability"":""si""},{""id"":""var2"",""variation"":""8 kg"",""price"":134300,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Meow Mix Soft x 85 Gr","https://www.tierragro.com/collections/nutricion-gatos/products/meow-mix-irr-soft-atun-85-gr-logus-nutricion-mascotas-y-animales?_pos=14&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Pollo"",""price"":13700,""availability"":""si""},{""id"":""var1"",""variation"":""Salmón"",""price"":13700,""availability"":""si""},{""id"":""var2"",""variation"":""Pavo"",""price"":12100,""availability"":""si""},{""id"":""var3"",""variation"":""Atún"",""price"":12100,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Comida para gato Equilibrio Light 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/equilibrio-gato-adulto-light-gabrica-nutricion-mascotas-y-animales?_pos=15&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5kg"",""price"":83700,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Comida para gato Max Professional Line Adulto Pollo y Arroz 10.1Kg","https://www.tierragro.com/collections/nutricion-gatos/products/max-cat-adulto-pollo-y-arroz-10kg-total-max-nutricion-mascotas-y-animales?_pos=16&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Max Professional Line Adulto Pollo y Arroz 10.1Kg"",""price"":199800,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Comida para gato Max Castrados 3Kg","https://www.tierragro.com/collections/nutricion-gatos/products/max-cat-castrados-3-kgs-total-max-nutricion-mascotas-y-animales?_pos=17&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Max Castrados 3Kg"",""price"":84900,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Oh Mai Gat Caseros","https://www.tierragro.com/collections/nutricion-gatos/products/ohmaigat-caseros?_pos=18&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":34100,""availability"":""si""},{""id"":""var1"",""variation"":""8 kg"",""price"":123000,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Cat Chow Delimix","https://www.tierragro.com/collections/nutricion-gatos/products/cat-chow-adulto-delimix-purina-nutricion-mascotas-y-animales?_pos=19&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""10 kg"",""price"":166100,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Comida para gato Max Cat Professional Line Filhote Frango 1 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/max-cat-filhote-frango-x-1-kl-total-max-nutricion-mascotas-y-animales?_pos=20&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Max Cat Professional Line Filhote Frango 1 Kg"",""price"":30800,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Nutra Nuggets Gato Para Mantenimiento x 7.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/nutra-nuggets-mantenimiento-gato-nutra-nuggets-nutricion-mascotas-y-animales?_pos=21&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Nutra Nuggets Gato Para Mantenimiento x 7.5 Kg"",""price"":152820,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Meow Mix Original 7.26 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/meow-mix-original-7-kg-meow-mix-nutricion-mascotas-y-animales?_pos=22&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Meow Mix Original 7.26 Kg"",""price"":152900,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Pro Plan Cat Urinary","https://www.tierragro.com/collections/nutricion-gatos/products/pro-plan-cat-urinary-purina-nutricion-mascotas-y-animales?_pos=23&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1 kg"",""price"":75100,""availability"":""si""},{""id"":""var1"",""variation"":""3 kg"",""price"":151300,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Pro Plan Gato Adulto","https://www.tierragro.com/collections/nutricion-gatos/products/proplan-cat-adulto-purina-nutricion-mascotas-y-animales?_pos=24&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1 kg"",""price"":54500,""availability"":""si""},{""id"":""var1"",""variation"":""3 kg"",""price"":137700,""availability"":""si""},{""id"":""var2"",""variation"":""7.5 kg"",""price"":309825,""availability"":""si""}]","2026-03-17 01:05:38"
"Tierragro","Bonnat Grain Free Gato Kitten 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/bonnat-grain-free-feline-kitten-1-5kg?_pos=73&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Bonnat Grain Free Gato Kitten 1.5 Kg"",""price"":64600,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida para gato Hills Estomago y piel Sensible 3.5 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-adult-sensiti-stomach-hills-nutricion-mascotas-y-animales?_pos=74&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Estomago y piel Sensible 3.5 Lbs"",""price"":120800,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Meow Mix Original x 1.42 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/meow-mix-original-1-42-kg-meow-mix-nutricion-mascotas-y-animales?_pos=75&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Meow Mix Original x 1.42 Kg"",""price"":41900,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Bonnat Veterinary Diet Gato Gastrointestinal 2 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/bonnat-veterinary-diet-feline-gastrointestinal-suport-2kg?_pos=76&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Bonnat Veterinary Diet Gato Gastrointestinal 2 Kg"",""price"":126000,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida para gatito Hills Kitten 3.5 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-kitten-developtment-hills-nutricion-mascotas-y-animales?_pos=77&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gatito Hills Kitten 3.5 Lbs"",""price"":116900,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida para gato Hills Manteniimento Peso w/d 4 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-w-d-4-lbs-hills-nutricion-mascotas-y-animales?_pos=78&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Manteniimento Peso w/d 4 Lbs"",""price"":143600,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Meow Mix Hairball x 2.86 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/meow-mix-hairball-2-86-kg-meow-mix-nutricion-mascotas-y-animales?_pos=79&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Meow Mix Hairball x 2.86 Kg"",""price"":75600,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida para gato Hills Metabolic Adultos 4 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-metabolic-4-lb-hills-nutricion-mascotas-y-animales?_pos=80&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Metabolic Adultos 4 Lbs"",""price"":190300,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Taste Of The Wild Prey Turkey Cats Pavo Para Gatos","https://www.tierragro.com/collections/nutricion-gatos/products/prey-turkey-cats-x-500g?_pos=81&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""6 LB"",""price"":160500,""availability"":""si""},{""id"":""var1"",""variation"":""500 G"",""price"":33800,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida Húmeda Gato Hills Kitten Liver & Chicken 5.5 Onz","https://www.tierragro.com/collections/nutricion-gatos/products/hills-kitten-156-gr-hills-nutricion-mascotas-y-animales?_pos=82&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida Húmeda Gato Hills Kitten Liver & Chicken 5.5 Onz"",""price"":14400,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Comida Para Gato Max Vita Adulto Sabores de mar 1 kg","https://www.tierragro.com/collections/nutricion-gatos/products/comida-para-gato-max-vita-adulto-sabores-de-mar-1-kg?_pos=83&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida Para Gato Max Vita Adulto Sabores de mar 1 kg"",""price"":25400,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Bonnat Veterinary Diet Gato Renal Suport 2 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/bonnat-veterinary-diet-feline-renal-suport-2kg?_pos=84&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Bonnat Veterinary Diet Gato Renal Suport 2 Kg"",""price"":126000,""availability"":""si""}]","2026-03-17 01:05:42"
"Tierragro","Chunky Gatos Salmón Y Cordero","https://www.tierragro.com/collections/nutricion-gatos/products/chunky-gatos-salmon-y-cordero?_pos=25&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":25600,""availability"":""si""},{""id"":""var1"",""variation"":""8 kg"",""price"":130500,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Comida para gatito Equilibrio Kitten","https://www.tierragro.com/collections/nutricion-gatos/products/equilibrio-gato-filhotes-nutricion-mascotas-y-animales?_pos=26&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":29900,""availability"":""si""},{""id"":""var1"",""variation"":""1.5kg"",""price"":83300,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Excellent Gato Adulto","https://www.tierragro.com/collections/nutricion-gatos/products/excellent-gato-adulto?_pos=27&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""3 kg"",""price"":67600,""availability"":""si""},{""id"":""var1"",""variation"":""7.5 kg"",""price"":148200,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Chunky Gatos Pollo","https://www.tierragro.com/collections/nutricion-gatos/products/chunky-gatos-pollo?_pos=28&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 kg"",""price"":25600,""availability"":""si""},{""id"":""var1"",""variation"":""8 kg"",""price"":112800,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Cat Chow Activos","https://www.tierragro.com/collections/nutricion-gatos/products/cat-chow-adulto-activos-purina-nutricion-mascotas-y-animales?_pos=29&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":13500,""availability"":""si""},{""id"":""var1"",""variation"":""1.5 kg"",""price"":37000,""availability"":""si""},{""id"":""var2"",""variation"":""8 kg"",""price"":134300,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Comida para gatos Max Cat Castrados 1 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/max-cat-castrados-x-1-kg?_pos=30&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para  gatos Max Cat Castrados 1 Kg"",""price"":29800,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Comida para gato Hills Prescription Digestive Care i/d 4Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-i-d-4-lb-hills-nutricion-mascotas-y-animales?_pos=31&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Prescription Digestive Care i/d 4Lbs"",""price"":173500,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Q-Ida Cat x 8 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/q-ida-cat-ext-3060-solla-nutricion-mascotas-y-animales?_pos=32&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Q-Ida Cat x 8 Kg"",""price"":77400,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Taste Of The Wild Canyon River x 5 Lb","https://www.tierragro.com/collections/nutricion-gatos/products/tow-canyon-river-5-libras-jarapets-nutricion-mascotas-y-animales?_pos=33&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Taste Of The Wild Canyon River x 5 Lb"",""price"":102700,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Bonnat Grain Free Gato Sterilized 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/bonnat-veterinary-diet-feline-hepatic-suport-2kg-copia?_pos=34&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Bonnat Grain Free Gato Sterilized 1.5 Kg"",""price"":64600,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Comida para gato Hills c/d Multicare Pollo 4 Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-c-d-4-lb-hills-nutricion-mascotas-y-animales?_pos=35&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills c/d Multicare Pollo 4 Lbs"",""price"":171300,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Donkat Adultos","https://www.tierragro.com/collections/nutricion-gatos/products/donkat-adulto-7-kl-3166-donkat-nutricion-mascotas-y-animales?_pos=36&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1 kg."",""price"":12300,""availability"":""si""},{""id"":""var1"",""variation"":""7 kg."",""price"":80500,""availability"":""si""}]","2026-03-17 01:05:55"
"Tierragro","Ohmaigat Gatitos Juguetones Y Exploradores","https://www.tierragro.com/collections/nutricion-gatos/products/ohmaigat-gatitos-juguetones-1-5-kg-oh-mai-gat-nutricion-mascotas-y-animales?_pos=85&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":10400,""availability"":""si""},{""id"":""var1"",""variation"":""1.5 kg"",""price"":37600,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Nutrión Gato x 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/nutrion-gatos-1-5-kgs-judeval-nutricion-mascotas-y-animales?_pos=86&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Nutrión Gato x 1.5 Kg"",""price"":13800,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Comida para gato Hills Reducción de peso r/d 4Lbs","https://www.tierragro.com/collections/nutricion-gatos/products/hills-gato-r-d-4-lb-hills-nutricion-mascotas-y-animales?_pos=87&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Comida para gato Hills Reducción de peso r/d  4Lbs"",""price"":173700,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Advance Gatos Renal x 1.5 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/advance-cat-vet-renal-x-1-5-kg?_pos=88&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Advance Gatos Renal x 1.5 Kg"",""price"":134400,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Nutrapro Gatos Adultos Esterilizados/Control Peso","https://www.tierragro.com/collections/nutricion-gatos/products/nutrapro-gatos-adul-es-control-peso-500g?_pos=89&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500G"",""price"":14200,""availability"":""si""},{""id"":""var1"",""variation"":""2 KG"",""price"":49300,""availability"":""si""},{""id"":""var2"",""variation"":""7,5KG"",""price"":164800,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Juguete Comestible Sushi x 100 Gr","https://www.tierragro.com/collections/nutricion-gatos/products/juguete-comestible-sushi-100-gr-2833-logus-nutricion-mascotas-y-animales?_pos=90&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Juguete Comestible Sushi x 100 Gr"",""price"":11900,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Mirringo Gaticos","https://www.tierragro.com/collections/nutricion-gatos/products/mirringo-gaticos?_pos=91&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":6100,""availability"":""si""},{""id"":""var1"",""variation"":""1 kg"",""price"":10900,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Pro Plan Gato Adulto 7+ x 3 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/pro-plan-cat-adulto-mayores-purina-nutricion-mascotas-y-animales?_pos=92&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Pro Plan Gato Adulto 7+ x 3 Kg"",""price"":151300,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Pasto De Trigo Para Mascotas","https://www.tierragro.com/collections/nutricion-gatos/products/germisavi-pasto-de-trigo-para-mascotas?_pos=93&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""GERMISAVI PASTO DE TRIGO PARA MASCOTAS"",""price"":19900,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Chunky Original Gatos x 8 Kg","https://www.tierragro.com/collections/nutricion-gatos/products/chunky-original-gatos-x-8-kg?_pos=94&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""Chunky Original Gatos x 8 Kg"",""price"":74900,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Pro Plan Gato Kitten Protection","https://www.tierragro.com/collections/nutricion-gatos/products/proplan-kitten-protection-x1-5kg?_pos=95&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""1.5 KG"",""price"":91460,""availability"":""si""},{""id"":""var1"",""variation"":""3 KG"",""price"":144500,""availability"":""si""},{""id"":""var2"",""variation"":""7.5 KG"",""price"":326825,""availability"":""si""}]","2026-03-17 01:05:59"
"Tierragro","Nutrapro Gatos Adultos Vitality","https://www.tierragro.com/collections/nutricion-gatos/products/nutrapro-gatos-adultos-vitality-500g?_pos=96&_fid=aa6007268&_ss=c","[{""id"":""var0"",""variation"":""500 gr"",""price"":13700,""availability"":""si""},{""id"":""var1"",""variation"":""2 kg"",""price"":47500,""availability"":""si""}]","2026-03-17 01:05:59"
